id,label,speech_text,category_id,category,category_colour,category_hex,aliases,priority,enabled,sort_order,emoji
places_time_sequence-dentists-surgery,Cabinet du dentiste,Cabinet du dentiste,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,217,🦷
places_time_sequence-hospital-room,Chambre d'hôpital,Chambre d'hôpital,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,218,🏥
places_time_sequence-supermarket,Supermarché / Magasin,Supermarché,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,Magasin,standard,True,219,🛒
places_time_sequence-restaurant,Restaurant,Restaurant,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,220,🍔
places_time_sequence-cinema,Cinéma,Cinéma,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,221,🎬
places_time_sequence-shopping-centre,Centre commercial,Centre commercial,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,222,🏬
places_time_sequence-swimming-pool,Piscine,Piscine,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,223,🏊
places_time_sequence-beach,Plage,Plage,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,224,🏖️
places_time_sequence-hotel,Hôtel,Hôtel,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,225,🏨
places_time_sequence-airport,Aéroport,Aéroport,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,226,✈️
places_time_sequence-lift,Ascenseur,Ascenseur,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,227,🛗
places_time_sequence-stairs,Escaliers,Escaliers,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,228,🪜
places_time_sequence-vehicle,Véhicule / Voiture,Véhicule,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,Voiture,standard,True,229,🚗
places_time_sequence-bus,Bus,Bus,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,230,🚌
places_time_sequence-train,Train,Train,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,231,🚆
places_time_sequence-outside,Dehors,Dehors,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,232,☀️
places_time_sequence-now,Maintenant,Maintenant,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,233,⏰
places_time_sequence-later,Plus tard,Plus tard,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,234,⏭️
places_time_sequence-next,Ensuite,Ensuite,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,235,➡️
places_time_sequence-today,Aujourd'hui,Aujourd'hui,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,236,📅
places_time_sequence-tomorrow,Demain,Demain,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,237,🌅
places_time_sequence-yesterday,Hier,Hier,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,238,⏮️
places_time_sequence-morning,Matin,Matin,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,239,🌄
places_time_sequence-afternoon,Après-midi,Après-midi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,240,🌤️
places_time_sequence-night,Nuit,Nuit,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,241,🌃
places_time_sequence-first,Premier,Premier,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,242,1️⃣
places_time_sequence-then,Ensuite,Ensuite,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,243,👉
places_time_sequence-always,Toujours,Toujours,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,244,♾️
places_time_sequence-never,Jamais,Jamais,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,245,🚫
places_time_sequence-sometimes,Parfois,Parfois,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,246,🔀
places_time_sequence-usually,Habituellement,Habituellement,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,247,🔁
places_time_sequence-soon,Bientôt,Bientôt,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,248,⏳
places_time_sequence-fast,Vite,Vite,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,249,🐇
places_time_sequence-slow,Lentement,Lentement,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,250,🐢
places_time_sequence-clock,Horloge,Horloge,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,251,🕐
places_time_sequence-timer,Minuteur,Minuteur,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,252,⏲️
places_time_sequence-5-minutes,5 minutes,5 minutes,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,253,5️⃣
places_time_sequence-10-minutes,10 minutes,10 minutes,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,254,🔟
places_time_sequence-monday,Lundi,Lundi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,255,🗓️
places_time_sequence-tuesday,Mardi,Mardi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,256,🗓️
places_time_sequence-wednesday,Mercredi,Mercredi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,257,🗓️
places_time_sequence-thursday,Jeudi,Jeudi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,258,🗓️
places_time_sequence-friday,Vendredi,Vendredi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,259,🗓️
places_time_sequence-saturday,Samedi,Samedi,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,260,🗓️
places_time_sequence-sunday,Dimanche,Dimanche,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,261,🗓️
places_time_sequence-weekend,Week-end,Week-end,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,262,🎉
places_time_sequence-holiday,Vacances,Vacances,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,263,🧳
places_time_sequence-calendar,Calendrier,Calendrier,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,264,🗓️
places_time_sequence-schedule,Emploi du temps,Emploi du temps,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,265,📋
places_time_sequence-schedule-change,Changement d'horaire,Changement d'horaire,places_time_sequence,"Lieux, temps et séquence",White,#F5F5F5,,standard,True,266,🔄
